121,1,NE - B.Belichick   Live,NFL_Live_Patriots
122,0,LV - J. McDaniels   Live,NFL_Live_Def_Raiders
122,1,LV - J. McDaniels   Live,NFL_Live_Raiders
123,0,LAR - S. McVay   Live,NFL_Live_Def_Rams
123,1,LAR - S. McVay   Live,NFL_Live_Rams
124,0,BAL - J. Harbaugh   Live,NFL_Live_Def_Ravens
124,1,BAL - J. Harbaugh   Live,NFL_Live_Ravens
125,0,WAS - R. Rivera   Live,NFL_Live_Def_Redskins
125,1,WAS - R. Rivera   Live,NFL_Live_Redskins
126,0,NO - D. Allen   Live,NFL_Live_Def_Saints
126,1,NO - D. Allen   Live,NFL_Live_Saints
127,0,SEA - P. Carroll   Live,NFL_Live_Def_Seahawks
127,1,SEA - P. Carroll   Live,NFL_Live_Seahawks
128,0,PIT - M. Tomlin   Live,NFL_Live_Def_Steelers
128,1,PIT - M. Tomlin   Live,NFL_Live_Steelers
129,0,TEN - M. Vrabel   Live,NFL_Live_Def_Titans
129,1,TEN - M. Vrabel   Live,NFL_Live_Titans
130,0,MIN - K. O'Connell   Live,NFL_Live_Def_Vikings
130,1,MIN - K. O'Connell   Live,NFL_Live_Vikings
131,0,HOU - D. Ryans   Live,NFL_Live_Def_Texans
131,1,HOU - D. Ryans   Live,NFL_Live_Texans
222,1,MiniGames Offense,Minigames_Off
223,0,MiniGames_Defense,Minigames_Def
